"ID
",texto,likesCount,Reproduciones,locationname,Comments,número de DM #menysviolencia,Robo de identidad,Interacciones reiteradas sin consentimiento,Difusión malintencionada,Ataques coordinados,Vigilancia y control,Captación,Hacer de menos,Promoción del machismo,Desamparo,número DM #mesigualtat,Conoce instagram,Evita normalizar la violencia,Cuentalo (y Denuncia),Cuida y apoya a tus amigas,Comparte contenido feminista
346,"Es un piropa. No és para tanto. ¡Qué cuática! ¡Deberías estar feliz! ¡Hey, me acosaron!",794,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
347,La ebriedad no es conscientimiento,200,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
348,Mi cuerpo no quiere tu opiníon,1435,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
349,¿Y porque esperan tanto para denunciar?¿o es mentira? ¿Y no las afecta tanto?,1854,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
350,"Igual te molesta que sea afeminado, porque crees que actuar como una mujer es denigrante",1316,0,desconocido,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
351,"Ella ha estada embarazada 9 meses, ha parido con un dolor insoportable, cargará con todas las difucultades de ser madre en una sociedad machista (problemas laborales, falta de responsabilidad, de conciliación, pero el primer appelido sera el de él.  Pero si es una tontería, a las mujeres os da igual.",37578,0,desconocido,1.272,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
352,"México es el país numero uno en femicidios de todo LatinoAmerica. Al día se embarazan 34 niñas por violación. Matan a 10 mujeres cada 24 horas. La trata de personas aumentan en un 33,5% de las cuales 85% son niñas y mujeres.  Pero ay, los monumentos.",368,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
353,22 femicidios y y asesinatos España 2018,118,0,España,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
354,133 femicidios en 2019 1 mujer asesinada cada 30 horas. 80 niños/niñas sin madres,30,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
355,42 venezolanas han sido asesinados en America Latina en 1 año,97,0,Venezuela,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
356,La chicadelagasolinera se llamaba Andrea. Matado,70,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
357,"49 feminicidios enero-julio 2019 de niñas, adolescentes y mujeres en Chiapas",140,0,"Chiapas, México",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
358,335 asesinatos a mujeres en Venezuela durante 2019,9,0,Venezuela,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
359,El Colombiano: Senadores hombres ausentes durante el debat sobre violencia de la mujer ,10,0,Colombia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
360,Maritza de Jesús España fue asesinada por mi pareja en Puerto Rico,953,0,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
361,300 asesinatos a mujeres en Venezuela durante 2019,4,0,Venezuela,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
362,104 mujeres asesinadas en 2018,14,0,Venezuela,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
363,Te ves muy mujer para ser lesbiana.- Don Pendejo 2019,1547,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
364,"Cosas para normalizar: padres del mismo sexo, masturbación feminina, pronombres neutros, amantamiento en publico, chicos mostrando emoción, abortar por decisión personal, hablar de sexo, mujeres en posicion de poder, moda andrógina, no usar sosten.",4699,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
365,"Sali de mi casa con mi hija de 1 año para encontrarme con su papa, tenia que darme la cuota alimentaria. Aparecí muerto en un alcantarilla. Mi hija sobrevivió abrazada a mi cadáver durante dos dias. Lo cuento yo, porque Paula Aposta no puede.",2961,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
366,"Se burlaron de ella, de su dolor, dijieron que quería cámera, qué quiería fama, que porqué tardo en contarlo, que era una pendeja puta. Hoy su violador (darthes), tiene las pruebas suficientes, para estar dónde tiene que estar , thelma nunca estuve sola, y jamás va a estar sola",1606,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
367,"Ahora que estamos juntas, ahora que si nos ven, abajo el patriarcado se va a caer, se va a caer",1732,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
368,"Menos ""cierre las piernas"", más ""guardate el pene""",2169,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
369,"Y la culpa no era mia, ni dónde andaba, ni como vestía",1407,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
370,"Y la culpa no era mia, ni dónde andaba, ni como vestía. El violador eres tú",8309,0,desconocido,214,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
371,Exorsice the Patriarchy,18,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
372,Las rimas feministas de la rapera Sara Socas,0,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
373,Mi mayor miedo es que esto para y todo da igual,391,0,Panama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
374,"Tranquilo amigo machista. Si tu no has violado a nadie, el violador no eres tú",142,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
375,Survivor,487,0,"Pais Vasco, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
376,"No son mujeres muertos, son asesinada",790,0,"Pais Vasco, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
377,"En Chile torturan, violan y matan. Si te molestan más las tetas que el mensaje, eres parte del problema.",730,0,"Pais Vasco, España",3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
378,"Quién te va a queres con lo inútil, loca, tonta, puta, fea, gorda que eres. No solo los golpes duelen",147837,0,desconocido,669,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
379,Acusado (hombre) Denunciante (Mujer),28655,0,desconocido,122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
380,Réplica Intervención Bilbao. Un violador en tu camino. La tesis. Anima. Manifestación feminista,331,0,"Pais Vasco, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
381,Feminismo advierte: el machismo mata todos los dias,2868,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
382,"No fue un abuso, fue violación. Por fin te creen.",4612,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
383,"No fue un abuso, fue violación.",2630,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
384,Y lo gritamos todos y efectivamente: fue violación.,16121,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
385,Manada,1537,0,"Almeria, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
386,Micromachismo,551,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
387,"Fue violación multiple, no abuso sexual",1356,0,"San Fermín, Pamplona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
388,"La chica de South Africa dije que quiería ser miss Universo para mostrar al mundo y a los suyos que no importa el color, o el corte de pelo que tengas, sino que la importante es la persona. Nadie le merecia más que ella",3582,0,México,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
389,"No es un abuso, es violación.",6462,0,desconocido,47,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
390,Es increible cómo el feminismo incómoda más que los femicidios.,643,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
391,"Si ser libre es ser puta, yo soy reputa",6224,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
392,"Causas de violacion: ropa provocativa, coquetar, el alcohol, la hora, el lugar, el violador",2138,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
393,"¿Y el feminismo, para qué?",11589,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
394,#8m ni un derecho menos. la lucha por los derechos no tiene edad.,17387,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
395,"Y la culpa no era mia, ni dónde andaba, ni como vestía",57,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
396,No quiere decir NO,37,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
397,Mi postura sexual favorita es yo ariba y abajo el patriarcado,34,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
398,"Si alguien pierda la consciencia por alcohol o drogas y lo matan, es un asesinato sin duda. Pero si a un adolescente de 14 años que bebió y queda inconsciente , 6 hombres mayor de edad lo obligaron a tener sexo sin su conscientimiento, ¿no es violación?",1589,0,Peru,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
399,Artículo 1: Soy libre y igual al nacer y todos los seres humanos deberían recibir el mismo trato.,71,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
400,Pero ara en el meu imaginari no sé si hi ha la possibilitat de tirarlo perque  trobar-te pels carrers de Barcelona no sé si em resulta tan fácil.,1087,0,"Barcelona, Spain",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
401,"Chilla, mujer de fuego. Que hay algo más triste de dar pena, es dar miedo. Irene X",8451,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
402,"Love is strange, how can something so wonderful, bring such great pain.",3214,0,desconocido,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
403,Y la culpa no era mia. (Tenia 6 años) Ni dónde andaba (En la iglesia). Ni como vestía (un overol),66771,0,"Lima, Peru",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
404,La presión sobre el cuerpo de las mujeres también es violencia maschista,6284,0,desconocido,775,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
405,No one should be taught that love is how much shit you can tolerate from someone,16,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
406,"Y la culpa no era mia, ni dónde andaba, ni como vestía. El violador eres tú.",78,0,desconocido,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
407,"El género no esta entre las piernas, sino entre las orejas",1,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
408,Los ex pueden ser tus amigos. Si= Like No= Comment,29399,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
409,Sin nada. Emily Ratajkowski se desnuda,0,0,Ecuador,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
410,What do you see  @nymfoalien (2 hombres follan a 1 mujer en Legobricks),3449,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
411,"When you save her from a fire, but she says she has a boyfriend. Back you go.",2351,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
412,Me (men) Nobody /woman)  @nymfoalien,5158,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
413,Mujer desnuda @nakedmagazine,0,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
414,Mujer sopla velas de una tarta,0,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,"¿Qué coño esta pasando? ¿Has oído alguna vez eso de que en España no hay machismo? Tenemos motivos de sobra para asegurar que esa afirmación es falsa. En el documental dirigido por Rosa Márquez y Marta Jaenes, 'Qué coño está pasando?' queda bastante claro que sí, en España hay machismo, y está por todos lados! ⠀",132,0,desconocido,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
416,¿Para niño o para niña? Para jugar.,27,0,"Barcelona, España",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
417,"Jajaja, Pero no tio, hay un guiri al fondo de erasmus. Que esta dormida. Y se ve cayendo la cabeza pa los lados. Follátela. Se ha despertado mierda. Justo le iba a meter la polla. Jajaja.",0,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
418,"A veces me meten en conversaciones multitudinarios en Instagram. Normalmente no las leo, pero hoy tenia curiosidad. Sois basura infecta",0,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
419,"Las mujeres que presumen tener muchos hombres tras ellas, deberían recordar que los precios bajos siempre atraen a muchos clientes.",4,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
420,"Cuando un hombre te abre la puerta y puedes acusarle de opresor, Aprovecha el bug xddd.",188,0,desconocido,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
421,"Cuando conoces a un pivon al que parece que la molas, pero es feminista",128,0,desconocido,38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
422,¿Ves esto? Es el puto camino devuelto a la cocina (soldato hombre a soldata mujer),11,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
423,"Existe un tipo maltrato sútil, que te hace creer que el problema es tuyo, que tus sentimientos y juicios no valen nada y que te hace dudar de todo. Hasta de tu mismo/a. #luzdegaz",532,0,desconocido,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
424,Si es que eres tonta. No te vas sin mi. Tu culpa. Solo dices tonterias.,1532,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
425,Como detectar a un maltratador en 13 pasos. Te hace sentir culpable constantemente. Se enfada si no estás disponible continuamente para él. ...,1149,0,"Las Condes, Santiago de Chile",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
426,She said. She said. She said. She said. She said. = He said.,10,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
427,"Veo mucha gente diciendo: ""Que pesadas las feministas todo el día contra el machismo. Pero no veo a nadie diciendo ""Que pesados los machistas, todo el dia menospreciando, maltratando, violando y matando mujeres"".",426,0,Panama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
428,Recuerdo a un doctor que me contó que atendió a una mujer indígena porque tenia una infección vaginal muy fuerte. Tenian 8 hijos y su marido le obligaba a tener sexo.,335,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
429,"Una nena de 10 años denunció su padrastro por violación despues de tener un clase de ESI en la escuela. Confesó y lo condenaron a 9 años de cárcel. Les cuento a los que su oponen a esta educación porque es ""adoctrinamiento"" y ""mala influencia""",1651,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
430,Nos matan. Nos violan. Y el gobierno nos ignora.,2002,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
431,"¿Queres una muñeca que llore para tu cumple? No, una que lucha por sus derechos.",530,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
432,Habia una vez una princesa que se salvio sola. FIN.,2859,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
433,Los violadores existian mucho antes que las minifaldas.,1194,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
434,¿A vos te parece? Mira las pendejas de los 12 años ya andan provocando mostrando el orto con estas shortcitos cortitos. ¿A vos te parece? ¿Y a usted le parece? ¿sentirse provocado sexualmente por el cuerpo de una nena de 12 años. Pendejo insolente.,850,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
435,"Fue violación. Manada condenada. Hermana, yo sí te creo. Por fin te creyeron.",69,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
436,El patrialcat ens mata y es viola,160,0,"Catalunya, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
437,Fue violación. Son 15 años de cárcel. Yo te creo. #niunomas,24,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
438,Fue violación. Fue femicidio.,43,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
439,#JusticiaparaLucia. Total al fallo judicial que no condena a los delincuentes responsables que asesinaron en forma salvaje y brutal a Lucia #noteolvidamosLucia,8,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
440,la cultura de la violación es no llamarle violación a una violación,285,0,"Manresa, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
441,#Fueviolacion,1421,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
442,"Ustedes no deberian de existir. Dijo el hombre que me atacó frente a mi casa, porque me identificó como lesbiana.",3157,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
443,#ondedoi. Chega de silencio. Diante la violaçao de nossos corpos,136,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
444,2010-2019. End of the decade. #Metoo. Was #metoo just a trend or fashion? ,2373,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
445,Fox news´sexual harassment scandal explotes in bombshell,557,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
446,We wanne feel safe,772,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
447,Testimonial Video machismo (en Ruso),50867,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
448,"Reporting an abuser doesn´t ruin their lives. They did that themselves. Reporting an abuser doesn´t ruin their reputation, it makes it more accurate. Reporting an abuser isn´t selfish, it´s a radical act of bravery, that takes tremendous courage. #Believeyou.",1516,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
449,"El problema no es la longitud de mi falda. El problema es tu mente trastornada. Puta, Perra, Buscando, Fresca, Descarada, Coqueta, Inadecuada, #yositecreo #metoo",1086,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
450,Ya no nos dice que hacer.,746,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
451,Bienvenidosala reunión de padres de  família. Empezemos para nombrarnos  para la evidenciar la realidad.,1354,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
452,"Si una chica dice que fue abosada, yo la creo. Si es mentira y la defendí a ella, queda en mi consciencia haber defendido a una mentirosa, puedo con eso. Si es verdad, y defendí al victimario, queda queda en mi consciencia haber defendido a abusador, y con esto no puedo.",1092,0,desconocido,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
453,"Bolivia libre, ni militar, ni religiosa",486,0,"La Paz, Bolivia",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
454,Multada la activista agredida sexualmente minetras protestaban en el 20N,71,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
455,Chile despiera.,279,0,Chile,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
456,"Al fascismo no honor, ni gloria",326,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
457,"El 25N es el dia internacional contra la violencia machista, desde FEMEN queremos recordar la importancia de poner freno a este episodio.",391,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
458,"No queremos reformas, queremos la revolucion. La lucha continua.",1024,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
459,"Detras de cada mujer superviviente, hay un tribu de otras mujeres que la apoyan.",2882,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
460,Stop Putin´s war!,443,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
461,Nuestras compañeras de #femenfrance pasaron más que 24 horas el pasado lunes en calabozos por una protesta pacífica.,154,0,España,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
462,No está mal ser bella. Está mal la obligación de serlo.,3700,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
463,"No pasaran. Si nos toca a una, nos toca a todas.",2001,0,"Barcelona, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
464,"Un papa machista, me hizo feminista",1212,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
465,Calladita no me veo más bonita!,1003,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
466,Hermanas no esteís solas.,984,0,Orihuela,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
467,La policia no me cuida. La policia me viola.,2926,0,Peru,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
468,Luchando desde 1926 y lo que nos queda morenas,957,0,"Pais Vasco, España",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
469,"si ves insultos en la columna derecha, es que áun nos queda mucha lucha. Zorra, loba, Perra, Lagarta, Gallina, Rata.",531,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
470,"Algunos hombres heterosexuales se sienten incómodos en discotecas gays, porque creen que allí les tratan a ellos como ellos suelen tratar a las mujeres",810,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
471,Un femicida mata a una mujer: ¿POR QUÉ NO LO DENUNCIÓ? Una mujer denuncia a un violento. ¿Tienes pruebas? Violan a una mujer: ¿vos viste como iba vestida?  Miles pedimos aborto legal. ¿Porque no cierran las piernas? Siempre es culpa nuestra. Se llama patriarcado. Y se va a caer.,1272,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
472,"la cultura de la violación en la que creí me dice: No te pongas este vestido tan corta. Y despues violaban a una mujer cúando llevaba sus vasqueros, y a otra en chandal y otra en faldilla larga. No te quedas hasta muy tarde. Despues arrancaron la ropa y manosearon los pechos a una mujer en plena luz de dia en las fiestas populares.",283,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
473,Photocall de navida en World Trade Center de Cornella. Mujer semi-desnuda,0,0,"Cornella, España",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
474,"Durante la carrera, el director del Marathon, se avalanzó sobre ella para detenerla. Sal de mi carrera. Pero ella conseguí quitarselo de encíma con el ayuda de otros compañeros y terminar la carrera.",130,0,desconocido,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
475,Deciembre. El mes de las cenas de empresa y comidas familiares. ¿Qué comienzan los juegos del hambre! Suerte,252,0,desconocido,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
476,"No olvideís jamás que bastara una crisis política, económica o religiosa para que las derechos de las mujeres vuelven a ser cuestionados. Esos derechos nunca se dan por adquieridos. Debéis pertenecer vigilantes durante toda vuestra vida. Simone de Beuvuaor ",1654,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
477,Deberias ser más feminina,3393,0,desconocido,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
478,Your girlfriend. My girlfriend.,3718,0,desconocido,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
479,When he makes you smile,2188,0,desconocido,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
480,When she says she likes rough sex.,2860,0,desconocido,19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
481,Hombre en motor con mujer desnuda recogida (mujer objeto sexual),4292,0,desconocido,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
482,14 februari. 14 november (mujer embarazada),1822,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
483,Beat me. (mujer desnuda con texto al culo).,4105,0,desconocido,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
484,Mujer desnuda ,5079,0,desconocido,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
485,"When she aint got no hair to pull you, gotta hit her with this. She´ll love it.",2238,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
486,Disney prince hits Disney princes while having sex.,3554,0,desconocido,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
487,Me.(Men´s hand slashing) You (woman´s ash). Tag your you.,6426,0,desconocido,101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
488,Mood (women´s but),4143,0,desconocido,34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
489,It´s not the sex that gives the pleasure. It´s the lover. I want to give you as much as you can handle. And then some. Often. Repeatedly.,2721,0,desconocido,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
490,Me (hombre). No one (mujer),2316,0,desconocido,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
491,Tag your devil or angel,4228,0,desconocido,38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
492,No nut november devil @nymphoalien (mujer desnuda),5750,0,desconocido,21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
493,The movie. Me. Subtitles (tetas),3208,0,desconocido,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
494,Mood for sex,7551,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
495,I´d rather sit on your face,2627,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
496,I bet he is thinking about other girls. Who would win? Facts,2160,0,desconocido,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
497,Hombre y mujer besando apasionadamente.,19866,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
498,Men are liars.,91,0,desconocido,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
499,"The new ""chona challenge"" (hombre cogiendo mujer gorda por detras)",857,0,desconocido,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
500,"Tienes algo pegado en la nalga. Que es? Mi mirada, beibi",43,0,desconocido,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
501,No mancha suegra. Yo solamente venia ver a su hijo.,3853,0,desconocido,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
502,"Vuelves a gritar ""Estar soltera es de moda"" y te vuelves a pie.",2803,0,desconocido,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
503,"Las mujeres se enojan por 5 razones: por todo, por nada, porque si, porque no, por si acaso",1854,0,desconocido,42,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
504,"Mi mamá gritando: este hpta animal lo unico que hace es comer y dormir, no hace mas que estorbar. Mi perra y yo tratando de averiguer a quién se lo dijo",1722,0,desconocido,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
505,Hola me presento. Soy un loco. Quiero comer su toto. En el momento es lo que mola. Das mucho asco. Que sepas que tus mensajes de mierda están circulando ya. ,0,0,desconocido,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
506,Se me pega la Navidad,7372,0,desconocido,131,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
507,La 1a mujer en correr oficialmente un maraton,129,0,desconocido,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
508,Malefica cayo en las drogas,12,0,desconocido,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
509,"Y la culpa no era mia, ni dónde andaba, ni como vestía. El violador eres tu. Jaja, la #nuevareligion",2813,0,desconocido,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
510,Hola (mujer semidesnuda tomando fotos de su cuerpo). Hola. jejeje,147278,0,desconocido,475,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
